white_rank,white_username,white_elo,result,black_rank,black_username,black_elo,filename,date,day,month,year,white_result,black_result,type
GM,MagnusCarlsen,3313,0 - 1,GM,TigrVShlyape,2866,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
IM,Rud_Makarian,3004,½ - ½,GM,viviania,2904,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,½,½,early
GM,Lukianoo,2931,0 - 1,GM,wonderfultime,3083,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
GM,Baku_Boulevard,3136,½ - ½,FM,rezamahdavi2008,3006,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,½,½,early
GM,Shield12,2952,1 - 0,FM,Bauman_Guy,2907,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
GM,GOGIEFF,3030,0 - 1,GM,Zhigalko_Sergei,2912,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
GM,shimastream,3025,1 - 0,IM,Yaacovn,2950,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
GM,Byniolus,2842,0 - 1,GM,Beca95,2990,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
FM,Witik,2805,0 - 1,GM,DenLaz,3104,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
GM,superchess02,2965,½ - ½,GM,FairChess_on_YouTube,3064,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,½,½,early
GM,Jospem,3102,1 - 0,FM,BardArtem,2826,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
GM,mishanick,3038,0 - 1,GM,Aygehovit1992,2723,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
GM,Msb2,3112,1 - 0,IM,eagleclaw07,2793,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
GM,FXDon77,2915,1 - 0,GM,Sanan_Sjugirov,2931,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
GM,jcibarra,2970,1 - 0,GM,onyshchuk_v,2881,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
IM,MyDream003,2943,1 - 0,GM,Robert_Chessmood,3005,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
FM,bascheyaro,2816,1 - 0,GM,Prizant_academy,3183,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
CM,ChessFighter_2011,2978,1 - 0,GM,AlexeiShirov,2822,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
GM,Gabrielian_Artur,2817,0 - 1,GM,lilleper1,2892,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
GM,XDPS,2812,1 - 0,GM,chessdjw,2726,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
GM,sokidze,2917,0 - 1,GM,KuzubovYuriy,2973,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
GM,sergoy,2956,0 - 1,GM,Matibar,2820,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
IM,jumpingknight20,2835,0 - 1,GM,eljanov,2862,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
GM,TigrVShlyape,2866,½ - ½,GM,Hikaru,3276,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,½,½,early
GM,Polish_fighter3000,3057,1 - 0,GM,shimastream,3025,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
GM,Beca95,2990,0 - 1,GM,Shield12,2952,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
GM,Zhigalko_Sergei,2912,0 - 1,IM,Rud_Makarian,3004,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
GM,viviania,2904,0 - 1,GM,MagnusCarlsen,3313,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
GM,DenLaz,3104,1 - 0,GM,KuzubovYuriy,2973,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
FM,rezamahdavi2008,3006,0 - 1,GM,Jospem,3102,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
GM,eljanov,2862,½ - ½,GM,Baku_Boulevard,3136,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,½,½,early
GM,Aygehovit1992,2723,0 - 1,GM,Msb2,3112,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
IM,MITerryble,3011,½ - ½,GM,FXDon77,2915,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,½,½,early
GM,Lukianoo,2931,0 - 1,GM,jcibarra,2970,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
CM,ChessFighter_2011,2978,0 - 1,IM,MyDream003,2943,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
GM,lilleper1,2892,1 - 0,FM,bascheyaro,2816,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
IM,Revan_2002,2747,0 - 1,GM,XDPS,2812,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
GM,FairChess_on_YouTube,3064,0 - 1,GM,Matibar,2820,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
GM,Oleksandr_Bortnyk,3111,1 - 0,FM,GoltsevDmitry2000,2802,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
IM,scarabee43,2909,1 - 0,GM,GOGIEFF,3030,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
FM,Bauman_Guy,2907,1 - 0,GM,francyIM,2956,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
GM,ViIIagra,2943,1 - 0,FM,Witik,2805,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
GM,Byniolus,2842,0 - 1,GM,superchess02,2965,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
IM,Yaacovn,2950,0 - 1,CM,djokovic74,2876,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
CM,KogotBobra17,2837,1 - 0,FM,temus_galaktionov,2853,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
FM,Alen_Yeremyann,2816,1 - 0,IM,Vahe_Danielyan,2713,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
GM,Rodalquilar,2778,0 - 1,GM,mishanick,3038,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
GM,Hikaru,3276,1 - 0,IM,Rud_Makarian,3004,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
GM,wonderfultime,3083,0 - 1,GM,Polish_fighter3000,3057,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
GM,Jospem,3102,0 - 1,GM,TigrVShlyape,2866,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
GM,MagnusCarlsen,3313,½ - ½,GM,XDPS,2812,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,½,½,early
GM,DenLaz,3104,1 - 0,GM,lilleper1,2892,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
GM,Msb2,3112,1 - 0,IM,MyDream003,2943,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
GM,Matibar,2820,1 - 0,GM,jcibarra,2970,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
GM,eljanov,2862,0 - 1,GM,Oleksandr_Bortnyk,3111,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
GM,Baku_Boulevard,3136,1 - 0,GM,Zhigalko_Sergei,2912,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
GM,shimastream,3025,½ - ½,GM,superchess02,2965,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,½,½,early
FM,Alen_Yeremyann,2816,0 - 1,IM,MITerryble,3011,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
GM,FXDon77,2915,0 - 1,GM,Beca95,2990,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
FM,Bauman_Guy,2907,1 - 0,IM,scarabee43,2909,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
CM,djokovic74,2876,1 - 0,GM,viviania,2904,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
CM,KogotBobra17,2837,½ - ½,GM,ViIIagra,2943,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,½,½,early
GM,mishanick,3038,1 - 0,IM,Kirill_Klukin,2914,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
GM,dropstoneDP,3010,½ - ½,GM,sokidze,2917,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,½,½,early
IM,Aradhya2000,2787,½ - ½,GM,Anton_Demchenko,2898,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,½,½,early
GM,KuzubovYuriy,2973,1 - 0,IM,Mops_2004,2760,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
IM,Revan_2002,2747,1 - 0,FM,rezamahdavi2008,3006,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
GM,ChessQueen,2729,0 - 1,GM,sergoy,2956,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,0,1,early
GM,Aygehovit1992,2723,1 - 0,IM,Fy_Rakotomaharo,2773,early-titled-tuesday-blitz-april-02-2024-4663138_pairings,april-02-2024,2,april,2024,1,0,early
FM,ozates,2635,0 - 1,GM,Polish_fighter3000,3057,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,Bigfish1995,3064,1 - 0,FM,Stanbad1,2589,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
CM,Practical-Play,2557,0 - 1,GM,Oleksandr_Bortnyk,3111,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
IM,whiteglovethief,2661,0 - 1,GM,FairChess_on_YouTube,3064,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
IM,Herman-NY,2655,0 - 1,IM,Sina_Movahed,3044,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,shimastream,3025,1 - 0,NM,toninhojit,2498,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
NM,noblerone,2540,½ - ½,GM,artooon,3075,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,½,½,early
FM,Truequitos,2553,0 - 1,GM,Jospem,3102,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,h4parah5,2946,0 - 1,FM,hakanazeri2,2728,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
IM,bazar-wokzal,2640,½ - ½,GM,dropstoneDP,3003,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,½,½,early
CM,profedechess93,2631,0 - 1,GM,Bigfish1995,3064,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,BogdanDeac,3106,½ - ½,IM,ViralduS,2592,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,½,½,early
FM,Skatchkov_V,2802,0 - 1,GM,DenLaz,3104,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,Oleksandr_Bortnyk,3111,1 - 0,FM,djano,2622,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
FM,KashJinx,2664,0 - 1,GM,mishanick,3038,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,FairChess_on_YouTube,3064,1 - 0,IM,AradNazari,2821,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
IM,Sina_Movahed,3044,1 - 0,FM,1mbl4,2635,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
GM,AnishOnYoutube,3095,1 - 0,CM,SashaKuzhilniy,2621,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
IM,chess94cu,2642,0 - 1,GM,shimastream,3025,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,Baku_Boulevard,3136,1 - 0,IM,GeorgiosSouleidis,2670,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
FM,LeRoidesChampions,2613,0 - 1,GM,GM_dmitrij,3002,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
IM,MITerryble,3011,1 - 0,FM,Gennady_Kozlov,2654,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
GM,jinbojinbo,2682,0 - 1,GM,Sanan_Sjugirov,2931,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,Jospem,3102,1 - 0,FM,Alexei_Gubajdullin,2740,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
GM,wonderfultime,3083,½ - ½,IM,xasid81,2666,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,½,½,early
FM,Emp3rador,2630,0 - 1,GM,BilodeauA,3003,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,Macho_2006,2946,1 - 0,FM,SmirnovAlexandrA,2567,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
FM,Yeritsyaan,2659,½ - ½,GM,Sam_ChessMood,2926,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,½,½,early
FM,artin10862,2960,1 - 0,IM,Vahe_Danielyan,2713,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
GM,Ginger_GM,2660,0 - 1,GM,sergoy,2956,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,Vladimir_Zakhartsov,2908,1 - 0,GM,Mikhail_Golubev,2598,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
FM,Elprofessor21,2704,0 - 1,GM,gurelediz,3053,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,Binary010,2901,0 - 1,GM,Polish_fighter3000,3057,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,Bigfish1995,3064,0 - 1,GM,sokidze,2917,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,DenLaz,3104,1 - 0,IM,Kezin_Roman,2929,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
GM,Grischuk,3058,1 - 0,GM,Aygehovit1992,2723,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
GM,DavidGavrilescu18,2810,0 - 1,GM,Oleksandr_Bortnyk,3111,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,mishanick,3038,0 - 1,IM,vasblesk,2805,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,Gabrielian_Artur,2817,0 - 1,GM,FairChess_on_YouTube,3064,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
FM,ELECTRODYNAMIC_DRACULA,2884,0 - 1,IM,Sina_Movahed,3044,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
FM,GoltsevDmitry2000,2802,0 - 1,GM,AnishOnYoutube,3095,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,shimastream,3025,1 - 0,FM,MarcoRiehle,2834,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
GM,GM_dmitrij,3002,0 - 1,FM,Makswolf200817,2760,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
FM,Witik,2805,½ - ½,IM,MITerryble,3011,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,½,½,early
GM,Sanan_Sjugirov,2931,½ - ½,CM,djokovic74,2876,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,½,½,early
IM,CarlosjPineror,2726,0 - 1,GM,Jospem,3102,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,DrVelja,2963,0 - 1,IM,CSB7,2773,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,Evgeny81,2787,0 - 1,GM,Macho_2006,2946,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
FM,only_strong_moves,2756,½ - ½,FM,artin10862,2960,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,½,½,early
FM,IMchanged,2821,1 - 0,GM,Vladimir_Zakhartsov,2908,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
GM,gurelediz,3053,1 - 0,IM,The_Machine04,2776,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
IM,lamomiajunior,2772,0 - 1,GM,TigrVShlyape,2866,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,chito89,2913,0 - 1,GM,tptagain,2995,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,jcibarra,2970,1 - 0,IM,Korchmar_Vasiliy,2711,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
GM,Polish_fighter3000,3057,1 - 0,FM,rezamahdavi2008,3006,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
FM,bascheyaro,2816,½ - ½,GM,DenLaz,3104,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,½,½,early
IM,MyDream003,2943,0 - 1,GM,Grischuk,3058,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,Oleksandr_Bortnyk,3111,0 - 1,IM,MatthewG-p4p,2948,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,FairChess_on_YouTube,3064,1 - 0,GM,iwanyu,2845,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
IM,Sina_Movahed,3044,0 - 1,GM,kpio91,2844,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,AnishOnYoutube,3095,1 - 0,GM,sokidze,2917,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
FM,ValentunHulka,2846,0 - 1,GM,shimastream,3025,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,Jospem,3102,1 - 0,NM,Abund,2734,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
IM,DreamsAreFake,2715,½ - ½,GM,BilodeauA,3003,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,½,½,early
GM,Macho_2006,2946,1 - 0,IM,vasblesk,2805,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
GM,TigrVShlyape,2866,1 - 0,FM,Makswolf200817,2760,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
IM,CSB7,2773,½ - ½,GM,tptagain,2995,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,½,½,early
GM,jcibarra,2970,1 - 0,FM,IMchanged,2821,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
IM,DonkyDonkyDonkey,2939,1 - 0,CM,KogotBobra17,2837,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
GM,platy3,3018,½ - ½,IM,Aradhya2000,2787,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,½,½,early
FM,Franmu14,2608,1 - 0,GM,baki83,2889,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
GM,TenisMaster,2917,1 - 0,IM,GothamChess,2835,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
FM,nekotyanof,2779,0 - 1,CM,stollenmonster,2921,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,0,1,early
GM,ContrVersia,2838,1 - 0,FM,edgarhay012,2722,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
GM,bardiya_Daneshvar,3032,1 - 0,IM,bescmelasti,2637,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
GM,RealPerangel,2737,½ - ½,GM,ViIIagra,2943,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,½,½,early
GM,Polish_fighter3000,3057,½ - ½,GM,TenisMaster,2917,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,½,½,early
GM,Grischuk,3058,1 - 0,CM,stollenmonster,2921,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
GM,ContrVersia,2838,½ - ½,GM,FairChess_on_YouTube,3064,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,½,½,early
GM,bardiya_Daneshvar,3032,½ - ½,GM,AnishOnYoutube,3095,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,½,½,early
GM,shimastream,3025,1 - 0,GM,tjychess,2888,early-titled-tuesday-blitz-april-09-2024-4677304_pairings,april-09-2024,9,april,2024,1,0,early
